,line number,filename,commit id,buggy commit,buggy author,author experience,project progress,timedelta (month)
400,310,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
401,311,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
402,312,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
403,313,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
404,314,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
405,315,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
406,316,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
407,317,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
408,318,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
409,319,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
410,320,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
411,321,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
412,322,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
413,323,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
414,324,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
415,325,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
416,326,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
417,327,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
418,328,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
419,329,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
420,330,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
421,331,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
422,332,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
423,333,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
424,334,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
425,335,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
426,336,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
427,337,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
428,338,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
429,339,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
430,340,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
431,341,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,c03d74c9a8520ac83da2e5d87a0d4f94e3507853,Martijn de Vos,590,12271,12
432,342,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
433,343,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
434,344,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
435,345,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
436,346,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
437,347,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,c03d74c9a8520ac83da2e5d87a0d4f94e3507853,Martijn de Vos,590,12271,12
438,348,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
439,349,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
440,350,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
441,351,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
442,352,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
443,353,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
444,354,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
445,355,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
446,356,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
447,357,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
448,358,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
449,359,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
450,360,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
451,361,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
452,362,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
453,363,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
454,364,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
455,365,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
456,366,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
457,367,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
458,368,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
459,369,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
460,370,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
461,371,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
462,372,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
463,373,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
464,374,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
465,375,Tribler/Test/Core/Modules/RestApi/test_downloads_endpoint.py,743adf0,8bf66440e0670c67a3c803cbbe702895a495de38,Martijn de Vos,387,12002,8
466,15,Tribler/Test/Core/TFTP/test_tftp_handler.py,743adf0,8b84df8f38590ecb4a9d3d8ce87d81a28c1c5316,Martijn de Vos,373,11979,8
467,19,Tribler/Test/Core/TFTP/test_tftp_handler.py,743adf0,8b84df8f38590ecb4a9d3d8ce87d81a28c1c5316,Martijn de Vos,373,11979,8
468,2,Tribler/Test/Core/test_torrent_utils.py,743adf0,61d655a86e376eb2c2041d061d00b03c8ea94295,Martijn de Vos,67,11277,3
469,3,Tribler/Test/Core/test_torrent_utils.py,743adf0,61d655a86e376eb2c2041d061d00b03c8ea94295,Martijn de Vos,67,11277,3
470,24,Tribler/Test/Core/test_torrent_utils.py,743adf0,4f1f0f0a574a86af90af2017d7ba9a08dbdb764e,Martijn de Vos,71,11281,3
471,37,Tribler/Test/Core/test_torrent_utils.py,743adf0,61d655a86e376eb2c2041d061d00b03c8ea94295,Martijn de Vos,67,11277,3
472,43,Tribler/Test/Core/test_torrent_utils.py,743adf0,7904412aa52f184c60638bb09633ae527c3d788f,Paul Brussee,20,11886,1
473,44,Tribler/Test/Core/test_torrent_utils.py,743adf0,91c7c9306b62a579ebbf2a6c94fd02ea9d5a3580,Martijn de Vos,118,11344,4
474,45,Tribler/Test/Core/test_torrent_utils.py,743adf0,91c7c9306b62a579ebbf2a6c94fd02ea9d5a3580,Martijn de Vos,118,11344,4
475,16,TriblerGUI/core_manager.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
476,114,TriblerGUI/core_manager.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
477,115,TriblerGUI/core_manager.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
478,116,TriblerGUI/core_manager.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
479,10,TriblerGUI/dialogs/feedbackdialog.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
480,234,TriblerGUI/tribler_window.py,743adf0,1397c6c1cad85a8961b6146bb73313ed72d38c90,Martijn de Vos,647,12333,12
481,242,TriblerGUI/tribler_window.py,743adf0,1397c6c1cad85a8961b6146bb73313ed72d38c90,Martijn de Vos,647,12333,12
482,243,TriblerGUI/tribler_window.py,743adf0,1397c6c1cad85a8961b6146bb73313ed72d38c90,Martijn de Vos,647,12333,12
483,246,TriblerGUI/tribler_window.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
484,393,TriblerGUI/tribler_window.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
485,87,TriblerGUI/widgets/channel_torrent_list_item.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
486,88,TriblerGUI/widgets/channel_torrent_list_item.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
487,89,TriblerGUI/widgets/channel_torrent_list_item.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
488,91,TriblerGUI/widgets/channel_torrent_list_item.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
489,91,TriblerGUI/widgets/createtorrentpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
490,23,TriblerGUI/widgets/downloadprogressbar.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
491,24,TriblerGUI/widgets/downloadprogressbar.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
492,26,TriblerGUI/widgets/downloadprogressbar.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
493,55,TriblerGUI/widgets/downloadwidgetitem.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
494,56,TriblerGUI/widgets/downloadwidgetitem.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
495,61,TriblerGUI/widgets/downloadwidgetitem.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
496,77,TriblerGUI/widgets/downloadwidgetitem.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
497,134,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
498,252,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
499,459,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
500,460,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
501,461,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
502,46,TriblerGUI/widgets/manageplaylistpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12
